ts_min,action_idv1,XMEAS(1),XMEAS(2),XMEAS(3),XMEAS(4),XMEAS(5),XMEAS(6),XMEAS(7),XMEAS(8),XMEAS(9),XMEAS(10),XMEAS(11),XMEAS(12),XMEAS(13),XMEAS(14),XMEAS(15),XMEAS(16),XMEAS(17),XMEAS(18),XMEAS(19),XMEAS(20),XMEAS(21),XMEAS(22),XMEAS(23),XMEAS(24),XMEAS(25),XMEAS(26),XMEAS(27),XMEAS(28),XMEAS(29),XMEAS(30),XMEAS(31),XMEAS(32),XMEAS(33),XMEAS(34),XMEAS(35),XMEAS(36),XMEAS(37),XMEAS(38),XMEAS(39),XMEAS(40),XMEAS(41),XMV(1),XMV(2),XMV(3),XMV(4),XMV(5),XMV(6),XMV(7),XMV(8),XMV(9),XMV(10),XMV(11)
1970-01-01 00:00:00,0,0.24901590220409447,3669.2578966309165,4501.008339241404,9.44953075421625,27.321036550671362,42.458005962115955,2706.3558497785248,74.63918021063564,120.39574265836724,0.335815288961311,80.2213458931345,48.71127428112611,2635.77613717498,25.539371075270694,50.433604460561604,3102.4753478247253,22.32637033350851,65.75819330677791,228.78466088763744,341.50007094495373,94.6140331202143,77.28387076389453,32.18761338260459,8.89327240102696,26.383290031472267,6.882011756887213,18.77630531620049,1.6567273005719942,32.957535563005266,13.82294500994655,23.9781414735396,1.2565424524959485,18.57927571229801,2.2633420775131357,4.843641389616189,2.2985763215853106,0.01786552464522375,0.8357022452320734,0.09857691180219882,53.72397975566705,43.828020982397156,62.96251961700912,54.07925098401387,24.79189376798751,59.81782767237189,22.567039154256914,40.22317350529754,34.30746289249433,47.5374850084105,47.579963545667134,41.23738004627281,19.5819864730943
1970-01-01 00:03:00,0,0.24923689047687633,3691.2400349791133,4508.871048610864,9.427090417784427,26.827571714611683,42.79446371737189,2704.6180212405166,74.72154781860678,120.39927906621348,0.3361869828376533,80.0816760244824,49.149758423653665,2633.0012255092124,25.22516479784446,50.12034748668438,3101.9511061772446,24.200372822834964,65.74157353655347,228.0765157469973,341.4444780159811,94.54734031588532,77.1326747979098,32.18761338260459,8.89327240102696,26.383290031472267,6.882011756887213,18.77630531620049,1.6567273005719942,32.957535563005266,13.82294500994655,23.9781414735396,1.2565424524959485,18.57927571229801,2.2633420775131357,4.843641389616189,2.2985763215853106,0.01786552464522375,0.8357022452320734,0.09857691180219882,53.72397975566705,43.828020982397156,62.5842346686664,53.9851318869411,24.770164340112824,60.01723742639046,22.02630323451888,40.177826851320354,35.59785904751792,46.81251886673218,47.64218259555385,41.2750380020934,15.14512091582603
1970-01-01 00:06:00,0,0.25087572519003526,3668.1633871554463,4527.323295257432,9.351521991233723,27.010358078364465,42.365682987214456,2703.9226253413626,74.37357753006663,120.38460415019232,0.3376557096899503,80.0630440101195,50.73099889581039,2632.9923602265385,26.929909351731034,49.41615608924842,3100.6683208457825,22.897224528350407,65.73373647028463,230.07588555466074,341.422875942098,94.6287427502167,77.39540268854697,32.2560264353125,9.018489399186846,25.72801889247638,6.796674298336283,18.993636759182447,1.677301212015347,33.36653468195921,13.815953899204457,23.53080793277217,1.4572998025235098,18.395699996428345,2.237981729064978,4.849345322408137,2.282822689546479,0.01786552464522375,0.8357022452320734,0.09857691180219882,53.72397975566705,43.828020982397156,62.981245795105394,53.763475355582614,24.616764726641136,60.9576740976786,22.40688151538928,39.99713090379649,40.251223736323,45.18281877072629,47.46475894776987,40.64065242267719,18.23252618100075
1970-01-01 00:09:00,0,0.24972006859021614,3669.158306769095,4460.623256553891,9.471755395280598,26.652245282704893,42.66681604896077,2704.327730143998,75.45548619423825,120.40150545814616,0.3354228453500314,80.12881580954394,49.849597922564726,2632.761833333828,24.499427658832932,47.30153174605964,3100.1219911202584,22.13475220123878,65.71777852901504,229.66121799320038,341.4242189080812,94.5849021027335,77.47022587527174,32.2560264353125,9.018489399186846,25.72801889247638,6.796674298336283,18.993636759182447,1.677301212015347,33.36653468195921,13.815953899204457,23.53080793277217,1.4572998025235098,18.395699996428345,2.237981729064978,4.849345322408137,2.282822689546479,0.01786552464522375,0.8357022452320734,0.09857691180219882,53.72397975566705,43.828020982397156,62.96412448012261,54.56189573747799,24.730398615071273,60.7308047218439,22.27034857884406,40.269540359654876,37.65738665853458,40.28897384779895,47.502393896829815,41.78535554004162,20.035692178661918
1970-01-01 00:12:00,0,0.24126602586893584,3652.137946690662,4515.510159954278,9.440561279660644,26.890115824250607,42.30072993948174,2704.90387032247,74.30124462979907,120.40183233127038,0.33810909362252467,80.17833074466866,50.942842403130925,2634.398881945507,24.411622942328894,49.744192327639404,3100.770128411063,23.865618947521558,65.7295159751992,230.0210996158861,341.9390148654789,94.54306446009812,77.47057471547275,32.92075893087944,8.863693246592918,26.32302388826711,6.999110649100756,19.312302040154655,1.632554964151425,32.93322923667738,13.897316253511516,23.933850041636433,1.2262435588887766,18.94811742550054,2.2528027488655993,4.871104234037981,2.363578871412758,0.01786552464522375,0.8357022452320734,0.09857691180219882,53.72397975566705,43.828020982397156,64.04580201428948,53.3531746241558,24.19109078911722,60.4965282031283,22.434257463707493,39.749443129778896,40.87464889769234,45.94198835323716,47.46919216780303,41.79129980838648,15.924784130264136
1970-01-01 00:15:00,0,0.2411586626360359,3681.5721119128384,4496.637624862444,9.200777028256544,26.627444759258132,42.69907514722399,2705.8166632686475,74.63526495970983,120.41733895103133,0.33758076188889286,80.27531317401014,51.24042718930344,2634.662732773252,23.674512745725686,50.897779828429776,3101.3490741136866,22.916074076721895,65.75395606894436,228.73016411202212,341.59683478246455,94.54329864447418,77.20812613296262,32.92075893087944,8.863693246592918,26.32302388826711,6.999110649100756,19.312302040154655,1.632554964151425,32.93322923667738,13.897316253511516,23.933850041636433,1.2262435588887766,18.94811742550054,2.2528027488655993,4.871104234037981,2.363578871412758,0.020259038712158336,0.8402736677195707,0.1011859610330128,53.172621003714404,44.076374530745106,63.53927705779016,53.579084788051325,24.20164764625866,61.74083339151717,22.253062008654325,39.81389960279357,41.750398386960114,48.6117194343531,47.582119471217815,41.20783137946933,18.18294456430624
1970-01-01 00:18:00,0,0.17390559396934646,3610.2043679146777,4447.209813929671,9.22252532594516,26.50156192244226,42.67568333178131,2701.636035360627,74.33538482569061,120.40337617004757,0.34598945932667385,80.18071980445538,49.54048035723077,2630.601022474443,25.61354090574264,49.812012915597826,3097.4565395283657,22.937806810993493,65.7807772511804,229.25084014819126,341.6154895555431,94.66202707297737,77.4642210325288,32.23489556239833,8.927014632692185,26.424747573905247,6.984473871657999,18.840544213463467,1.6992018653418042,32.98900000594282,13.875686232363552,23.849317859511995,1.2635721617527875,18.44982789829397,2.244388460362605,4.841341855490841,2.272818973876656,0.020259038712158336,0.8402736677195707,0.1011859610330128,53.172621003714404,44.076374530745106,62.976747734800355,53.32524548216921,17.350525068898015,60.05598449603744,22.140095214333794,41.01552744629595,36.747697848677305,46.09894457154578,47.53274520497917,40.30186214618698,18.112018984154307
1970-01-01 00:21:00,0,0.1736956567566613,3629.113402775673,4464.04708226987,9.445073639352287,27.024058798869774,41.92186518437861,2699.895413256458,75.3417026880721,120.37671725355507,0.34573605477538805,80.09712758704231,48.72396873777872,2627.803989708306,25.37365390051566,50.07565931554335,3095.505377246808,22.333820716630083,65.76678987486925,229.03536808803707,341.291428362282,94.75992926598636,77.01458016297573,32.23489556239833,8.927014632692185,26.424747573905247,6.984473871657999,18.840544213463467,1.6992018653418042,32.98900000594282,13.875686232363552,23.849317859511995,1.2635721617527875,18.44982789829397,2.244388460362605,4.841341855490841,2.272818973876656,0.020259038712158336,0.8402736677195707,0.1011859610330128,53.172621003714404,44.076374530745106,62.65134703163404,53.1236980995956,17.371167863485375,61.55348440390296,22.26263980973657,41.0464428022778,34.34482086389152,46.709097670358496,47.55020301479811,40.624608043637934,19.582229350851808
1970-01-01 00:24:00,0,0.23567593630437694,3625.6627720799684,4478.068847954123,9.349323268084527,27.221585070677335,42.296881660453174,2698.632741912266,75.67141979647238,120.39570659608648,0.3434250862921328,79.80248922503375,51.691386725498404,2626.1848339724042,25.59164747553534,50.031859877358485,3095.3358967078916,22.631267024200465,65.70572827835062,229.9808269904408,340.8581615883828,94.88159927591398,76.86887700850538,32.038778420821,8.761585674798036,26.494607378326304,6.8787698901633885,18.433974276534826,1.6611243205230761,32.40881359888591,13.919510164876643,23.908439751686608,1.309497660939264,18.60722331480182,2.285803075312594,4.858538218458106,2.3383990165049253,0.020259038712158336,0.8402736677195707,0.1011859610330128,53.172621003714404,44.076374530745106,62.735561774266365,54.06305510286404,23.52636218248483,59.84733486509004,22.049365413273982,40.84333543775328,43.07750784232799,46.60773325597519,47.46893847860308,40.858227572976546,18.92220833301186
1970-01-01 00:27:00,0,0.2359256410026632,3626.693752410095,4484.383824615302,9.48013786337991,27.328451504972133,42.186860363568755,2701.2349830343915,74.71206684002678,120.40632387178587,0.34327033782333544,79.95526856664273,51.18772877825094,2629.881593824467,23.35450221731682,51.10001725295918,3096.9263100327407,23.754176116159943,65.65557439294508,232.37489274845754,341.0531324270284,94.7672884980932,77.35971181922412,32.038778420821,8.761585674798036,26.494607378326304,6.8787698901633885,18.433974276534826,1.6611243205230761,32.40881359888591,13.919510164876643,23.908439751686608,1.309497660939264,18.60722331480182,2.285803075312594,4.858538218458106,2.3383990165049253,0.020259038712158336,0.8402736677195707,0.1011859610330128,53.172621003714404,44.076374530745106,62.7178198997159,53.98746285171274,23.501809113839702,60.51900262132064,22.409102956981293,40.86221475138929,41.59531449588478,49.079754618213045,47.261743794618106,41.11751636243871,16.23705970417226
